Company,Date,Amount Raised,Round,Investor,Description,Lead
Liquefy,2019-06-12,2600000.0,Seed,East Chain Co.,End-to-end tokenization technology solution to that provides a seamless experience for asset owners to create security tokens,False
Liquefy,2019-06-12,2600000.0,Seed,Ideanomics,End-to-end tokenization technology solution to that provides a seamless experience for asset owners to create security tokens,False
Liquefy,2019-06-12,2600000.0,Seed,Kenetic Capital,End-to-end tokenization technology solution to that provides a seamless experience for asset owners to create security tokens,False
Liquefy,2019-06-12,2600000.0,Seed,NEO Foundation,End-to-end tokenization technology solution to that provides a seamless experience for asset owners to create security tokens,False
Fireblocks,2019-06-11,16000000.0,Series A,Tenaya Capital,Crypto Custody,True
Fireblocks,2019-06-11,16000000.0,Series A,Swisscom,Crypto Custody,True
Fireblocks,2019-06-11,16000000.0,Series A,MState,Crypto Custody,True
Fireblocks,2019-06-11,16000000.0,Series A,Eight Roads,Crypto Custody,True
Fireblocks,2019-06-11,16000000.0,Series A,Cyberstarts,Crypto Custody,True
Voatz,2019-06-06,7000000.0,Series A,Medici Ventures,"Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.",False
Voatz,2019-06-06,7000000.0,Series A,Oakhouse Partners,"Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.",False
Voatz,2019-06-06,7000000.0,Series A,Techstars,"Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.",False
Voatz,2019-06-06,7000000.0,Series A,Urban Innovation Fund,"Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.",False
Voatz,2019-06-06,7000000.0,Series A,Walnut Venture Associates,"Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.",False
Fluree,2019-06-04,4700000.0,Seed,4490 Ventures,Blockchain Database,True
Fluree,2019-06-04,4700000.0,Seed,Rise of the Rest seed fund,Blockchain Database,False
Fnality International,2019-06-03,63320000.0,Series A,Banco Santander,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,Barclays Corporate Banking,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,BNY Mellon,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,CIBC,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,Commerzbank,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,Credit Suisse,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,ING Group,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,ING Ventures,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,KBC,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,Lloyds Banking Group,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,MUFG Union Bank,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,Nasdaq Ventures,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,State Street,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,Sumitomo Mitsui Banking Corporation,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Fnality International,2019-06-03,63320000.0,Series A,UBS,Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,False
Cake DeFi,2019-06-01,2400000.0,Seed,Howard Fineman,Generate cashflow out of crypto assets by bringing decentralised finance to the people.,False
Cake DeFi,2019-06-01,2400000.0,Seed,John Rost,Generate cashflow out of crypto assets by bringing decentralised finance to the people.,False
Cake DeFi,2019-06-01,2400000.0,Seed,Julian Hosp,Generate cashflow out of crypto assets by bringing decentralised finance to the people.,False
Cake DeFi,2019-06-01,2400000.0,Seed,U-Zyn Chua,Generate cashflow out of crypto assets by bringing decentralised finance to the people.,False
Standard Tokenization Protocol,2019-06-01,7000000.0,Seed,NGC Ventures,STP Network is an open-source standard defining tokenized assets are issued and transferred while complying with all necessary regulations.,True
Standard Tokenization Protocol,2019-06-01,7000000.0,Seed,Alphabit Fund,STP Network is an open-source standard defining tokenized assets are issued and transferred while complying with all necessary regulations.,False
Standard Tokenization Protocol,2019-06-01,7000000.0,Seed,BlockVC,STP Network is an open-source standard defining tokenized assets are issued and transferred while complying with all necessary regulations.,False
Standard Tokenization Protocol,2019-06-01,7000000.0,Seed,Evernew Capital,STP Network is an open-source standard defining tokenized assets are issued and transferred while complying with all necessary regulations.,False
Nym Technologies,2019-05-13,2500000.0,Seed,NEO Global,Privacy Infrastructure,False
Nym Technologies,2019-05-13,2500000.0,Seed,Lemniscap,Privacy Infrastructure,False
Nym Technologies,2019-05-13,2500000.0,Seed,Eden Block,Privacy Infrastructure,False
Nym Technologies,2019-05-13,2500000.0,Seed,Binance Labs,Privacy Infrastructure,False
Agoric,2019-05-13,4000000.0,None,Xpring,Smartcontract Platform,True
Agoric,2019-05-13,4000000.0,None,Outlier Ventures,Smartcontract Platform,True
Agoric,2019-05-13,4000000.0,None,gumi Cryptos Capital,Smartcontract Platform,False
Agoric,2019-05-13,4000000.0,None,Kilowatt Capital,Smartcontract Platform,False
Agoric,2019-05-13,4000000.0,None,MetaStable,Smartcontract Platform,False
Agoric,2019-05-13,4000000.0,None,Lemniscap,Smartcontract Platform,False
Agoric,2019-05-13,4000000.0,None,Rockaway Blockchain Fund,Smartcontract Platform,False
Agoric,2019-05-13,4000000.0,None,Interchain Foundation,Smartcontract Platform,False
Agoric,2019-05-13,4000000.0,None,Polychain Capital,Smartcontract Platform,False
CAMPFIRE,2019-05-10,20000000.0,Series C,Alliance Partners,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,Ceres,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,FreakOut Holdings,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,Global Brain Corporation,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,KDDI Open Innovation Fund,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,Ogaki Kyoritsu Bank,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,Parco,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,Saison Ventures,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,SB Players,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,SEARCH FIELD,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
CAMPFIRE,2019-05-10,20000000.0,Series C,WORLD,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.",False
Figure,2019-05-10,1000000000.0,Debt Financing,Jefferies,Figure is a financial services company leveraging blockchain technology.,False
Figure,2019-05-10,1000000000.0,Debt Financing,WSFS Bank,Figure is a financial services company leveraging blockchain technology.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,1Confirmation,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,Coinbase Ventures,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,Fenbushi Capital,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,Flybridge,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,Maven 11 Capital,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,MetaStable,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
BloXroute Labs,2019-05-09,10000000.0,Series B,Pantera Capital,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,False
Provenance Blockchain,2019-05-08,20000000.0,Seed,KittyHawk Ventures,"Provenance Blockchain combines the distributed, trustless, and immutable characteristics of blockchain.",False
QEDIT,2019-05-07,10000000.0,Series A,Ant Group,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,Collier Investments,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,Jovono,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,Meron Capital,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,MizMaa Ventures,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,RGAx,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,SixThirty,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,Target Global,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
QEDIT,2019-05-07,10000000.0,Series A,VMware,QEDIT helps businesses accelerate trust with Zero-Knowledge Blockchains.,False
Crusoe Energy Systems Inc,2019-05-06,4500000.0,Seed,Bain Capital Ventures,cypto mining,True
Crusoe Energy Systems Inc,2019-05-06,4500000.0,Seed,Founders Fund,cypto mining,True
Crusoe Energy Systems Inc,2019-05-06,4500000.0,Seed,Winklevoss Capital Management,cypto mining,False
Magic Oranges,2019-05-05,7420000.0,None,Wanxiang Blockchain,Magic Oranges offers game development and blockchain technology services.,False
Bitwise,2019-05-01,10500000.0,Series A,Bossanova Investimentos,"Bitwise is a crypto index fund manager for individuals, investment managers, and institutions navigating cryptocurrency.",False
Bitwise,2019-05-01,10500000.0,Series A,Highlight Capital,"Bitwise is a crypto index fund manager for individuals, investment managers, and institutions navigating cryptocurrency.",False
ErisX,2019-04-30,20000000.0,Series B,Arc Light Securities,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Castle Island Ventures,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Dragonfly Capital,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Flow Traders,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Tradestation,CEX,False
ErisX,2019-04-30,20000000.0,Series B,NYDIG,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Cboe Global Markets,CEX,False
ErisX,2019-04-30,20000000.0,Series B,ConsenSys,CEX,False
ErisX,2019-04-30,20000000.0,Series B,CTC,CEX,False
ErisX,2019-04-30,20000000.0,Series B,DRW Venture Capital,CEX,False
ErisX,2019-04-30,20000000.0,Series B,ED&F Man Capital Markets,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Nasdaq Ventures,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Pantera Capital,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Susquehanna International Group,CEX,False
ErisX,2019-04-30,20000000.0,Series B,Virtu Financial,CEX,False
ErisX,2019-04-30,20000000.0,Series B,CMT Digital,CEX,False
Digital Asset Data,2019-04-30,6000000.0,Seed,DCG,institutional-focused crypto data platform,False
Digital Asset Data,2019-04-30,6000000.0,Seed,Galaxy Digital,institutional-focused crypto data platform,False
Digital Asset Data,2019-04-30,6000000.0,Seed,Jump Capital,institutional-focused crypto data platform,False
Digital Asset Data,2019-04-30,6000000.0,Seed,Morgan Creek Digital,institutional-focused crypto data platform,False
Digital Asset Data,2019-04-30,6000000.0,Seed,Joshua Brown,institutional-focused crypto data platform,False
Digital Asset Data,2019-04-30,6000000.0,Seed,CMT Digital,institutional-focused crypto data platform,False
Zengold,2019-04-18,4000000.0,Angel Round,Benson Oak Ventures,Zengold is a decentralized gold application based on the Yuan world.,False
Zengold,2019-04-18,4000000.0,Angel Round,Elron Ventures,Zengold is a decentralized gold application based on the Yuan world.,False
Zengold,2019-04-18,4000000.0,Angel Round,Samsung Ventures,Zengold is a decentralized gold application based on the Yuan world.,False
BOLT Labs,2019-04-17,1500000.0,Seed,Dekrypt Capital,Crypto payments,True
BOLT Labs,2019-04-17,1500000.0,Seed,Zcash Foundation,Crypto payments,False
BOLT Labs,2019-04-17,1500000.0,Seed,Xpring,Crypto payments,False
BOLT Labs,2019-04-17,1500000.0,Seed,Lemniscap,Crypto payments,False
BOLT Labs,2019-04-17,1500000.0,Seed,VY Capital,Crypto payments,False
BOLT Labs,2019-04-17,1500000.0,Seed,Access Venture Partners,Crypto payments,False
BOLT Labs,2019-04-17,1500000.0,Seed,Kilowatt Capital,Crypto payments,False
BOLT Labs,2019-04-17,1500000.0,Seed,Branson Bollinger,Crypto payments,False
Chainalysis,2019-04-17,6000000.0,Series B,Accel,Blockchain Analysis,True
Chainalysis,2019-04-17,6000000.0,Series B,MUFG Innovation Partners,Blockchain Analysis,False
Chainalysis,2019-04-17,6000000.0,Series B,Benchmark,Blockchain Analysis,False
Bithumb,2019-04-15,200000000.0,Series A,ST Blockchain Fund,CEX,True
Flexa,2019-04-11,14100000.0,ICO,1kx,Blockchain Payments,False
Flexa,2019-04-11,14100000.0,ICO,Access Industries,Blockchain Payments,False
Flexa,2019-04-11,14100000.0,ICO,Nima Capital,Blockchain Payments,False
Flexa,2019-04-11,14100000.0,ICO,Pantera Capital,Blockchain Payments,False
Provenance Blockchain,2019-04-10,20000000.0,ICO,Ulu Ventures,"Provenance Blockchain combines the distributed, trustless, and immutable characteristics of blockchain.",False
SparkSwap,2019-04-08,3500000.0,Seed,Initialized Capital,DEX,True
SparkSwap,2019-04-08,3500000.0,Seed,Pantera Capital,DEX,True
SparkSwap,2019-04-08,3500000.0,Seed,Foundation Capital,DEX,False
SparkSwap,2019-04-08,3500000.0,Seed,Y Combinator,DEX,False
Mina,2019-04-05,15000000.0,Seed,Accomplice,Mina Protocol enables a more secure and private Web3 where users own their data through the deployment of zero knowledge.,False
Mina,2019-04-05,15000000.0,Seed,Coinbase Ventures,Mina Protocol enables a more secure and private Web3 where users own their data through the deployment of zero knowledge.,False
Mina,2019-04-05,15000000.0,Seed,General Catalyst,Mina Protocol enables a more secure and private Web3 where users own their data through the deployment of zero knowledge.,False
Mina,2019-04-05,15000000.0,Seed,Paradigm,Mina Protocol enables a more secure and private Web3 where users own their data through the deployment of zero knowledge.,False
O(1) Labs,2019-04-05,15000000.0,Series A,Accomplice,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,Coinbase Ventures,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,Electric Capital,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,General Catalyst,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,MetaStable,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,Naval Ravikant,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,Paradigm,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
O(1) Labs,2019-04-05,15000000.0,Series A,Polychain,"O(1) Labs is a software development company working on Mina Protocol, a tiny, portable blockchain.",False
Offchain Labs,2019-04-03,3700000.0,Seed,Pantera Capital,Scaling Solution,True
Offchain Labs,2019-04-03,3700000.0,Seed,Compound VC,Scaling Solution,False
Offchain Labs,2019-04-03,3700000.0,Seed,Raphael Ouzan,Scaling Solution,False
Offchain Labs,2019-04-03,3700000.0,Seed,Jake Seid,Scaling Solution,False
Liquid Exchange,2019-04-03,150000000.0,Series C,IDG Capital,CEX,False
Liquid Exchange,2019-04-03,150000000.0,Series C,Bitmain,CEX,False
Harmony,2019-04-02,18000000.0,Seed,AU21 Capital,Harmony is a secure blockchain aimed to scale trust and create a radically fair economy.,False
Harmony,2019-04-02,18000000.0,Seed,BCA Fund,Harmony is a secure blockchain aimed to scale trust and create a radically fair economy.,False
Harmony,2019-04-02,18000000.0,Seed,Consensus Capital Holdings,Harmony is a secure blockchain aimed to scale trust and create a radically fair economy.,False
Harmony,2019-04-02,18000000.0,Seed,Lemniscap,Harmony is a secure blockchain aimed to scale trust and create a radically fair economy.,False
Harmony,2019-04-02,18000000.0,Seed,UniValues Associates,Harmony is a secure blockchain aimed to scale trust and create a radically fair economy.,False
Celo,2019-04-02,30000000.0,None,Polychain Capital,Stablecoin smartphone payments,True
Celo,2019-04-02,30000000.0,None,a16z,Stablecoin smartphone payments,True
Brave,2019-03-27,250000.0,Series A,Outlier Ventures,"Brave Software focuses on increasing browsing speed and safety for users, while growing ad revenue share for content creators.",False
Proxy,2019-03-27,13600000.0,Series A,Coatue,"Access More, Share Less. Proxy designs and builds privacy-first, human-led, identity technologies. With Proxy ID, your world is now open.",False
Proxy,2019-03-27,13600000.0,Series A,Justin Mateen,"Access More, Share Less. Proxy designs and builds privacy-first, human-led, identity technologies. With Proxy ID, your world is now open.",False
Proxy,2019-03-27,13600000.0,Series A,Kleiner Perkins,"Access More, Share Less. Proxy designs and builds privacy-first, human-led, identity technologies. With Proxy ID, your world is now open.",False
Proxy,2019-03-27,13600000.0,Series A,WeWork Creator Fund,"Access More, Share Less. Proxy designs and builds privacy-first, human-led, identity technologies. With Proxy ID, your world is now open.",False
Proxy,2019-03-27,13600000.0,Series A,Y Combinator,"Access More, Share Less. Proxy designs and builds privacy-first, human-led, identity technologies. With Proxy ID, your world is now open.",False
Celer Network,2019-03-24,2100000.0,Seed,Papership Capital,Celer Network is an inter-blockchain and cross-layer communication platform.,False
Numerai,2019-03-21,11000000.0,Funding Round,Paradigm,Numerai transforms and regularizes financial data into machine learning problems for global network of data scientists.,False
Numerai,2019-03-21,11000000.0,Funding Round,Placeholder,Numerai transforms and regularizes financial data into machine learning problems for global network of data scientists.,False
Bison Trails,2019-03-19,5250000.0,Seed,Accomplice,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Charge Ventures,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Distributed Global,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Galaxy Digital,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Homebrew,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Initialized Capital,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Jeffrey Tong,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Notation Capital,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bison Trails,2019-03-19,5250000.0,Seed,Terrence Rohan,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,False
Bitfarms,2019-03-17,20000000.0,Post-IPO Debt,Dominion Capital,Bitfarms is a blockchain infrastructure company that provides computing power to cryptocurrency networks.,False
Tendermint,2019-03-15,9000000.0,Series A,Paradigm,Blockchain interoperability,True
Tendermint,2019-03-15,9000000.0,Series A,Bain Capital Crypto,Blockchain interoperability,False
Tendermint,2019-03-15,9000000.0,Series A,1Confirmation,Blockchain interoperability,False
Ground X,2019-03-11,90000000.0,ICO,Crescendo Equity Partners,Ground X is a technology company that creates a platform by integrating blockchain with other innovative techs in a global market.,False
Ground X,2019-03-11,90000000.0,ICO,IDG Capital,Ground X is a technology company that creates a platform by integrating blockchain with other innovative techs in a global market.,False
Ground X,2019-03-11,90000000.0,ICO,Ledger Capital,Ground X is a technology company that creates a platform by integrating blockchain with other innovative techs in a global market.,False
Ground X,2019-03-11,90000000.0,ICO,Translink Capital,Ground X is a technology company that creates a platform by integrating blockchain with other innovative techs in a global market.,False
Tagomi,2019-03-04,12000000.0,None,9Yards Capital,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,Bossanova Investimentos,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,Dragonfly Capital,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,INBlockchain,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,Multicoin Capital,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,Pantera Capital,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,Paradigm,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Tagomi,2019-03-04,12000000.0,None,Proton Enterprises,"Tagomi is a cryptocurrency trading platform that provides access to priced liquidity, low commissions, and maximized client return.",False
Alluva,2019-03-01,10000000.0,ICO,Pantera Capital,"Alluva is a blockchain-based, contributor-model product that incentivises participants for their predictions and ratings.",False
Figure Technologies,2019-02-28,65000000.0,Series B,RPM Ventures,Home Equity Loans,True
Figure Technologies,2019-02-28,65000000.0,Series B,DST Global,Home Equity Loans,True
Figure Technologies,2019-02-28,65000000.0,Series B,Ribbit Capital,Home Equity Loans,False
Figure Technologies,2019-02-28,65000000.0,Series B,DCM Ventures,Home Equity Loans,False
Figure Technologies,2019-02-28,65000000.0,Series B,DCG,Home Equity Loans,False
Figure Technologies,2019-02-28,65000000.0,Series B,Nimble Ventures,Home Equity Loans,False
Thundercore,2019-02-28,50000000.0,Series A,Pantera Capital,L1,True
Thundercore,2019-02-28,50000000.0,Series A,Huobi Ventures,L1,False
Thundercore,2019-02-28,50000000.0,Series A,MetaStable,L1,False
Thundercore,2019-02-28,50000000.0,Series A,ZhenFund,L1,False
Thundercore,2019-02-28,50000000.0,Series A,Electric Capital,L1,False
Thundercore,2019-02-28,50000000.0,Series A,Arrington XRP Capital,L1,False
Thundercore,2019-02-28,50000000.0,Series A,FBG,L1,False
Thundercore,2019-02-28,50000000.0,Series A,Hashed,L1,False
Thundercore,2019-02-28,50000000.0,Series A,Kinetic,L1,False
Thundercore,2019-02-28,50000000.0,Series A,SV Angel,L1,False
CipherTrace,2019-02-19,15000000.0,Series A,Aspect Ventures,Blockchain security firm,True
CipherTrace,2019-02-19,15000000.0,Series A,Galaxy Digital,Blockchain security firm,False
CipherTrace,2019-02-19,15000000.0,Series A,Neotribe Ventures,Blockchain security firm,False
CipherTrace,2019-02-19,15000000.0,Series A,WestWave Capital,Blockchain security firm,False
Chainalysis,2019-02-12,30000000.0,Series B,Accel,Blockchain Analysis,False
Chainalysis,2019-02-12,30000000.0,Series B,Benchmark,Blockchain Analysis,False
Kraken,2019-02-04,100000000.0,Series C,Andrei-Dragos Popescu,CEX,False
Chronicled,2019-01-15,16000000.0,Series A,David Aho,"Chronicled builds trust and automation in the life science industry, powered by blockchain.",False
Chronicled,2019-01-15,16000000.0,Series A,Frank Fiore,"Chronicled builds trust and automation in the life science industry, powered by blockchain.",False
Chronicled,2019-01-15,16000000.0,Series A,Mandra Capital,"Chronicled builds trust and automation in the life science industry, powered by blockchain.",False
Chronicled,2019-01-15,16000000.0,Series A,Streamlined Ventures,"Chronicled builds trust and automation in the life science industry, powered by blockchain.",False
Chronicled,2019-01-15,16000000.0,Series A,The Perkins Fund,"Chronicled builds trust and automation in the life science industry, powered by blockchain.",False
Currency.com,2019-01-15,8000000.0,Seed,VP Capital,"Currency.com is a high-growth, crypto exchange helping everyone securely connect with the booming world of cryptocurrencies.",False
Dorae,2019-01-08,50000000.0,Series B,Aethel Partners,Dorae is the physical trade cloud.,False
Galaxy Digital,2019-01-02,5000000.0,Post-IPO Equity,Mike Novogratz,Galaxy Digital is a technology-driven investment firm that provides financial solutions spanning the digital assets ecosystem.,False
Uphold,2019-01-01,50600000.0,Series C,Coil,"Upholds technology enables individuals and businesses to invest, exchange, spend and transfer currencies, commodities, equities, and more.",False
Uphold,2019-01-01,50600000.0,Series C,Hard Yaka,"Upholds technology enables individuals and businesses to invest, exchange, spend and transfer currencies, commodities, equities, and more.",False
Uphold,2019-01-01,50600000.0,Series C,Rosemoor Capital,"Upholds technology enables individuals and businesses to invest, exchange, spend and transfer currencies, commodities, equities, and more.",False
Bakkt,2018-12-31,182500000.0,Series A,Boston Consulting,Crypto Payments,True
Bakkt,2018-12-31,182500000.0,Series A,Intercontinental Exchange,Crypto Payments,True
Bakkt,2018-12-31,182500000.0,Series A,CMT Digital,Crypto Payments,True
Bakkt,2018-12-31,182500000.0,Series A,Eagle Seven,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,Galaxy Digital,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,Goldfinch Partners,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,Alan Howard,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,Horizons,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,M12,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,Pantera Capital,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,PayU,Crypto Payments,False
Bakkt,2018-12-31,182500000.0,Series A,Protocol Ventures,Crypto Payments,False
Bitnomial,2018-12-26,7460000.0,Series A,RRE Ventures,Bitnomial offers improved derivatives exchange technology coupled with new digital asset settlement systems.,True
VAKT Holdings Limited,2018-12-24,5000000.0,Corporate Round,Reliance Industries,VAKT Holdings Limited  is a digital ecosystem for physical post-trade processing.,True
SendFriend,2018-12-22,1700000.0,Pre-Seed,2020 Ventures,"SendFriend leverages the blockchain to make remittance transactions less expensive, faster, and more secure.",False
SendFriend,2018-12-22,1700000.0,Pre-Seed,8 Decimal Capital,"SendFriend leverages the blockchain to make remittance transactions less expensive, faster, and more secure.",False
SendFriend,2018-12-22,1700000.0,Pre-Seed,Barclays Accelerator,"SendFriend leverages the blockchain to make remittance transactions less expensive, faster, and more secure.",False
SendFriend,2018-12-22,1700000.0,Pre-Seed,powered by Techstars,"SendFriend leverages the blockchain to make remittance transactions less expensive, faster, and more secure.",False
SendFriend,2018-12-22,1700000.0,Pre-Seed,Barclays Corporate Banking,"SendFriend leverages the blockchain to make remittance transactions less expensive, faster, and more secure.",False
